inj_id,layer_injected,weight_coords,bit_to_change,desired_size,top_one_correct,masked,non_critical,critical
1176,encoder.layers.encoder_layer_1.mlp.0.weight, 261  199 ,30,1101,41,0,41,1060
1177,encoder.layers.encoder_layer_1.mlp.0.weight, 419  680 ,1,1101,1035,0,1101,0
1178,encoder.layers.encoder_layer_1.mlp.0.weight, 589  222 ,23,1101,1035,0,1101,0
1179,encoder.layers.encoder_layer_1.mlp.0.weight, 631  721 ,6,1101,1035,0,1101,0
1180,encoder.layers.encoder_layer_1.mlp.0.weight, 2901  394 ,24,1101,1035,0,1101,0
1181,encoder.layers.encoder_layer_1.mlp.0.weight, 1346  80 ,21,1101,1035,0,1101,0
1182,encoder.layers.encoder_layer_1.mlp.0.weight, 1921  683 ,8,1101,1035,0,1101,0
1183,encoder.layers.encoder_layer_1.mlp.0.weight, 2202  29 ,9,1101,1035,0,1101,0
1184,encoder.layers.encoder_layer_1.mlp.0.weight, 1348  218 ,28,1101,1035,0,1101,0
1185,encoder.layers.encoder_layer_1.mlp.0.weight, 134  378 ,17,1101,1035,0,1101,0
1186,encoder.layers.encoder_layer_1.mlp.0.weight, 550  714 ,23,1101,1035,0,1101,0
1187,encoder.layers.encoder_layer_1.mlp.0.weight, 738  567 ,2,1101,1035,0,1101,0
1188,encoder.layers.encoder_layer_1.mlp.0.weight, 708  314 ,18,1101,1035,0,1101,0
1189,encoder.layers.encoder_layer_1.mlp.0.weight, 1706  214 ,29,1101,1035,0,1101,0
1190,encoder.layers.encoder_layer_1.mlp.0.weight, 367  617 ,21,1101,1035,0,1101,0
1191,encoder.layers.encoder_layer_1.mlp.0.weight, 175  717 ,21,1101,1035,0,1101,0
1192,encoder.layers.encoder_layer_1.mlp.0.weight, 2495  671 ,8,1101,1035,0,1101,0
1193,encoder.layers.encoder_layer_1.mlp.0.weight, 2023  58 ,15,1101,1035,0,1101,0
1194,encoder.layers.encoder_layer_1.mlp.0.weight, 2611  576 ,8,1101,1035,0,1101,0
1195,encoder.layers.encoder_layer_1.mlp.0.weight, 2005  17 ,4,1101,1035,0,1101,0
1196,encoder.layers.encoder_layer_1.mlp.0.weight, 1717  299 ,3,1101,1035,0,1101,0
1197,encoder.layers.encoder_layer_1.mlp.0.weight, 580  226 ,27,1101,1035,0,1101,0
1198,encoder.layers.encoder_layer_1.mlp.0.weight, 81  86 ,27,1101,1035,0,1101,0
1199,encoder.layers.encoder_layer_1.mlp.0.weight, 855  482 ,31,1101,1035,0,1101,0
1200,encoder.layers.encoder_layer_1.mlp.0.weight, 121  396 ,26,1101,1035,0,1101,0
1201,encoder.layers.encoder_layer_1.mlp.0.weight, 236  476 ,19,1101,1035,0,1101,0
1202,encoder.layers.encoder_layer_1.mlp.0.weight, 429  199 ,2,1101,1035,0,1101,0
1203,encoder.layers.encoder_layer_1.mlp.0.weight, 1254  262 ,21,1101,1035,0,1101,0
1204,encoder.layers.encoder_layer_1.mlp.0.weight, 857  550 ,7,1101,1035,0,1101,0
1205,encoder.layers.encoder_layer_1.mlp.0.weight, 2977  382 ,20,1101,1035,0,1101,0
1206,encoder.layers.encoder_layer_1.mlp.0.weight, 2494  77 ,10,1101,1035,0,1101,0
1207,encoder.layers.encoder_layer_1.mlp.0.weight, 1014  70 ,2,1101,1035,0,1101,0
1208,encoder.layers.encoder_layer_1.mlp.0.weight, 1387  418 ,15,1101,1035,0,1101,0
1209,encoder.layers.encoder_layer_1.mlp.0.weight, 381  185 ,27,1101,1035,0,1101,0
1210,encoder.layers.encoder_layer_1.mlp.0.weight, 2529  567 ,21,1101,1035,0,1101,0
1211,encoder.layers.encoder_layer_1.mlp.0.weight, 749  763 ,2,1101,1035,0,1101,0
1212,encoder.layers.encoder_layer_1.mlp.0.weight, 567  568 ,17,1101,1035,0,1101,0
1213,encoder.layers.encoder_layer_1.mlp.0.weight, 1651  508 ,8,1101,1035,0,1101,0
1214,encoder.layers.encoder_layer_1.mlp.0.weight, 2788  308 ,4,1101,1035,0,1101,0
1215,encoder.layers.encoder_layer_1.mlp.0.weight, 2664  492 ,30,1101,902,0,943,158
1216,encoder.layers.encoder_layer_1.mlp.0.weight, 1148  162 ,16,1101,1035,0,1101,0
1217,encoder.layers.encoder_layer_1.mlp.0.weight, 852  676 ,2,1101,1035,0,1101,0
1218,encoder.layers.encoder_layer_1.mlp.0.weight, 914  375 ,18,1101,1035,0,1101,0
1219,encoder.layers.encoder_layer_1.mlp.0.weight, 2063  290 ,15,1101,1035,0,1101,0
1220,encoder.layers.encoder_layer_1.mlp.0.weight, 2428  546 ,26,1101,1035,0,1101,0
1221,encoder.layers.encoder_layer_1.mlp.0.weight, 1165  478 ,11,1101,1035,0,1101,0
1222,encoder.layers.encoder_layer_1.mlp.0.weight, 2993  381 ,28,1101,1035,0,1101,0
1223,encoder.layers.encoder_layer_1.mlp.0.weight, 160  89 ,28,1101,1035,0,1101,0
1224,encoder.layers.encoder_layer_1.mlp.0.weight, 1170  245 ,2,1101,1035,0,1101,0
1225,encoder.layers.encoder_layer_1.mlp.0.weight, 1494  750 ,19,1101,1035,0,1101,0
1226,encoder.layers.encoder_layer_1.mlp.0.weight, 3062  441 ,17,1101,1035,0,1101,0
1227,encoder.layers.encoder_layer_1.mlp.0.weight, 183  632 ,12,1101,1035,0,1101,0
1228,encoder.layers.encoder_layer_1.mlp.0.weight, 500  57 ,28,1101,1035,0,1101,0
1229,encoder.layers.encoder_layer_1.mlp.0.weight, 2763  683 ,11,1101,1035,0,1101,0
1230,encoder.layers.encoder_layer_1.mlp.0.weight, 2478  38 ,16,1101,1035,0,1101,0
1231,encoder.layers.encoder_layer_1.mlp.0.weight, 2164  439 ,28,1101,1035,0,1101,0
1232,encoder.layers.encoder_layer_1.mlp.0.weight, 2278  423 ,12,1101,1035,0,1101,0
1233,encoder.layers.encoder_layer_1.mlp.0.weight, 1899  23 ,27,1101,1035,0,1101,0
1234,encoder.layers.encoder_layer_1.mlp.0.weight, 2713  435 ,9,1101,1035,0,1101,0
1235,encoder.layers.encoder_layer_1.mlp.0.weight, 1465  177 ,22,1101,1035,0,1101,0
1236,encoder.layers.encoder_layer_1.mlp.0.weight, 691  166 ,16,1101,1035,0,1101,0
1237,encoder.layers.encoder_layer_1.mlp.0.weight, 2572  369 ,11,1101,1035,0,1101,0
1238,encoder.layers.encoder_layer_1.mlp.0.weight, 776  279 ,2,1101,1035,0,1101,0
1239,encoder.layers.encoder_layer_1.mlp.0.weight, 304  565 ,20,1101,1035,0,1101,0
1240,encoder.layers.encoder_layer_1.mlp.0.weight, 614  398 ,7,1101,1035,0,1101,0
1241,encoder.layers.encoder_layer_1.mlp.0.weight, 2043  704 ,6,1101,1035,0,1101,0
1242,encoder.layers.encoder_layer_1.mlp.0.weight, 1524  619 ,3,1101,1035,0,1101,0
1243,encoder.layers.encoder_layer_1.mlp.0.weight, 2159  348 ,11,1101,1035,0,1101,0
1244,encoder.layers.encoder_layer_1.mlp.0.weight, 2531  320 ,25,1101,1035,0,1101,0
1245,encoder.layers.encoder_layer_1.mlp.0.weight, 1812  690 ,9,1101,1035,0,1101,0
1246,encoder.layers.encoder_layer_1.mlp.0.weight, 1072  678 ,9,1101,1035,0,1101,0
1247,encoder.layers.encoder_layer_1.mlp.0.weight, 1676  460 ,9,1101,1035,0,1101,0
1248,encoder.layers.encoder_layer_1.mlp.0.weight, 2688  583 ,2,1101,1035,0,1101,0
1249,encoder.layers.encoder_layer_1.mlp.0.weight, 985  166 ,18,1101,1035,0,1101,0
1250,encoder.layers.encoder_layer_1.mlp.0.weight, 684  96 ,10,1101,1035,0,1101,0
1251,encoder.layers.encoder_layer_1.mlp.0.weight, 2431  538 ,18,1101,1035,0,1101,0
1252,encoder.layers.encoder_layer_1.mlp.0.weight, 2857  550 ,22,1101,1035,0,1101,0
1253,encoder.layers.encoder_layer_1.mlp.0.weight, 1607  482 ,18,1101,1035,0,1101,0
1254,encoder.layers.encoder_layer_1.mlp.0.weight, 1271  110 ,20,1101,1035,0,1101,0
1255,encoder.layers.encoder_layer_1.mlp.0.weight, 357  395 ,10,1101,1035,0,1101,0
1256,encoder.layers.encoder_layer_1.mlp.0.weight, 728  594 ,29,1101,1035,0,1101,0
1257,encoder.layers.encoder_layer_1.mlp.0.weight, 1506  116 ,23,1101,1035,0,1101,0
1258,encoder.layers.encoder_layer_1.mlp.0.weight, 2023  16 ,24,1101,1035,0,1101,0
1259,encoder.layers.encoder_layer_1.mlp.0.weight, 618  675 ,25,1101,1035,0,1101,0
1260,encoder.layers.encoder_layer_1.mlp.0.weight, 2116  418 ,6,1101,1035,0,1101,0
1261,encoder.layers.encoder_layer_1.mlp.0.weight, 21  295 ,1,1101,1035,0,1101,0
1262,encoder.layers.encoder_layer_1.mlp.0.weight, 2003  589 ,19,1101,1035,0,1101,0
1263,encoder.layers.encoder_layer_1.mlp.0.weight, 1454  155 ,26,1101,1035,0,1101,0
1264,encoder.layers.encoder_layer_1.mlp.0.weight, 2635  204 ,0,1101,1035,0,1101,0
1265,encoder.layers.encoder_layer_1.mlp.0.weight, 2421  79 ,3,1101,1035,0,1101,0
1266,encoder.layers.encoder_layer_1.mlp.0.weight, 992  434 ,27,1101,1035,0,1101,0
1267,encoder.layers.encoder_layer_1.mlp.0.weight, 1786  259 ,14,1101,1035,0,1101,0
1268,encoder.layers.encoder_layer_1.mlp.0.weight, 685  416 ,2,1101,1035,0,1101,0
1269,encoder.layers.encoder_layer_1.mlp.0.weight, 2004  115 ,10,1101,1035,0,1101,0
1270,encoder.layers.encoder_layer_1.mlp.0.weight, 2679  392 ,31,1101,1035,0,1101,0
1271,encoder.layers.encoder_layer_1.mlp.0.weight, 2924  98 ,20,1101,1035,0,1101,0
1272,encoder.layers.encoder_layer_1.mlp.0.weight, 2129  102 ,20,1101,1035,0,1101,0
1273,encoder.layers.encoder_layer_1.mlp.0.weight, 2332  269 ,26,1101,1035,0,1101,0
1274,encoder.layers.encoder_layer_1.mlp.0.weight, 1698  104 ,24,1101,1035,0,1101,0
1275,encoder.layers.encoder_layer_1.mlp.0.weight, 2105  360 ,25,1101,1035,0,1101,0
1276,encoder.layers.encoder_layer_1.mlp.0.weight, 828  181 ,15,1101,1035,0,1101,0
1277,encoder.layers.encoder_layer_1.mlp.0.weight, 399  466 ,25,1101,1035,0,1101,0
1278,encoder.layers.encoder_layer_1.mlp.0.weight, 1199  547 ,6,1101,1035,0,1101,0
1279,encoder.layers.encoder_layer_1.mlp.0.weight, 2606  580 ,15,1101,1035,0,1101,0
1280,encoder.layers.encoder_layer_1.mlp.0.weight, 924  398 ,25,1101,1035,0,1101,0
1281,encoder.layers.encoder_layer_1.mlp.0.weight, 1344  482 ,12,1101,1035,0,1101,0
1282,encoder.layers.encoder_layer_1.mlp.0.weight, 693  213 ,28,1101,1035,0,1101,0
1283,encoder.layers.encoder_layer_1.mlp.0.weight, 1998  408 ,31,1101,1035,0,1101,0
1284,encoder.layers.encoder_layer_1.mlp.0.weight, 48  124 ,6,1101,1035,0,1101,0
1285,encoder.layers.encoder_layer_1.mlp.0.weight, 968  402 ,6,1101,1035,0,1101,0
1286,encoder.layers.encoder_layer_1.mlp.0.weight, 2097  319 ,4,1101,1035,0,1101,0
1287,encoder.layers.encoder_layer_1.mlp.0.weight, 1621  125 ,16,1101,1035,0,1101,0
1288,encoder.layers.encoder_layer_1.mlp.0.weight, 1025  77 ,3,1101,1035,0,1101,0
1289,encoder.layers.encoder_layer_1.mlp.0.weight, 1180  733 ,24,1101,1035,0,1101,0
1290,encoder.layers.encoder_layer_1.mlp.0.weight, 217  399 ,12,1101,1035,0,1101,0
1291,encoder.layers.encoder_layer_1.mlp.0.weight, 1155  335 ,7,1101,1035,0,1101,0
1292,encoder.layers.encoder_layer_1.mlp.0.weight, 1010  271 ,1,1101,1035,0,1101,0
1293,encoder.layers.encoder_layer_1.mlp.0.weight, 1264  88 ,19,1101,1035,0,1101,0
1294,encoder.layers.encoder_layer_1.mlp.0.weight, 2040  521 ,8,1101,1035,0,1101,0
1295,encoder.layers.encoder_layer_1.mlp.0.weight, 882  319 ,28,1101,1035,0,1101,0
1296,encoder.layers.encoder_layer_1.mlp.0.weight, 2925  404 ,8,1101,1035,0,1101,0
1297,encoder.layers.encoder_layer_1.mlp.0.weight, 2863  168 ,27,1101,1035,0,1101,0
1298,encoder.layers.encoder_layer_1.mlp.0.weight, 1165  143 ,19,1101,1035,0,1101,0
1299,encoder.layers.encoder_layer_1.mlp.0.weight, 1581  261 ,21,1101,1035,0,1101,0
1300,encoder.layers.encoder_layer_1.mlp.0.weight, 1579  576 ,31,1101,1035,0,1101,0
1301,encoder.layers.encoder_layer_1.mlp.0.weight, 502  243 ,13,1101,1035,0,1101,0
1302,encoder.layers.encoder_layer_1.mlp.0.weight, 129  147 ,16,1101,1035,0,1101,0
1303,encoder.layers.encoder_layer_1.mlp.0.weight, 2138  743 ,6,1101,1035,0,1101,0
1304,encoder.layers.encoder_layer_1.mlp.0.weight, 3024  3 ,21,1101,1035,0,1101,0
1305,encoder.layers.encoder_layer_1.mlp.0.weight, 663  763 ,16,1101,1035,0,1101,0
1306,encoder.layers.encoder_layer_1.mlp.0.weight, 606  666 ,29,1101,1035,0,1101,0
1307,encoder.layers.encoder_layer_1.mlp.0.weight, 317  380 ,5,1101,1035,0,1101,0
1308,encoder.layers.encoder_layer_1.mlp.0.weight, 1251  751 ,30,1101,895,0,919,182
1309,encoder.layers.encoder_layer_1.mlp.0.weight, 520  757 ,29,1101,1035,0,1101,0
1310,encoder.layers.encoder_layer_1.mlp.0.weight, 2697  30 ,9,1101,1035,0,1101,0
1311,encoder.layers.encoder_layer_1.mlp.0.weight, 3061  357 ,21,1101,1035,0,1101,0
1312,encoder.layers.encoder_layer_1.mlp.0.weight, 2927  387 ,18,1101,1035,0,1101,0
1313,encoder.layers.encoder_layer_1.mlp.0.weight, 1879  117 ,28,1101,1035,0,1101,0
1314,encoder.layers.encoder_layer_1.mlp.0.weight, 827  232 ,24,1101,1035,0,1101,0
1315,encoder.layers.encoder_layer_1.mlp.0.weight, 1928  185 ,17,1101,1035,0,1101,0
1316,encoder.layers.encoder_layer_1.mlp.0.weight, 1939  611 ,29,1101,1035,0,1101,0
1317,encoder.layers.encoder_layer_1.mlp.0.weight, 37  272 ,5,1101,1035,0,1101,0
1318,encoder.layers.encoder_layer_1.mlp.0.weight, 2904  567 ,18,1101,1035,0,1101,0
1319,encoder.layers.encoder_layer_1.mlp.0.weight, 1392  484 ,15,1101,1035,0,1101,0
1320,encoder.layers.encoder_layer_1.mlp.0.weight, 229  149 ,8,1101,1035,0,1101,0
1321,encoder.layers.encoder_layer_1.mlp.0.weight, 319  230 ,11,1101,1035,0,1101,0
1322,encoder.layers.encoder_layer_1.mlp.0.weight, 1940  392 ,1,1101,1035,0,1101,0
1323,encoder.layers.encoder_layer_1.mlp.0.weight, 824  180 ,14,1101,1035,0,1101,0
1324,encoder.layers.encoder_layer_1.mlp.0.weight, 1233  426 ,30,1101,251,0,250,851
1325,encoder.layers.encoder_layer_1.mlp.0.weight, 1015  718 ,1,1101,1035,0,1101,0
1326,encoder.layers.encoder_layer_1.mlp.0.weight, 875  686 ,20,1101,1035,0,1101,0
1327,encoder.layers.encoder_layer_1.mlp.0.weight, 1454  634 ,19,1101,1035,0,1101,0
1328,encoder.layers.encoder_layer_1.mlp.0.weight, 217  54 ,25,1101,1035,0,1101,0
1329,encoder.layers.encoder_layer_1.mlp.0.weight, 369  636 ,9,1101,1035,0,1101,0
1330,encoder.layers.encoder_layer_1.mlp.0.weight, 547  58 ,6,1101,1035,0,1101,0
1331,encoder.layers.encoder_layer_1.mlp.0.weight, 2299  66 ,14,1101,1035,0,1101,0
1332,encoder.layers.encoder_layer_1.mlp.0.weight, 135  611 ,26,1101,1035,0,1101,0
1333,encoder.layers.encoder_layer_1.mlp.0.weight, 1472  692 ,30,1101,79,0,81,1020
1334,encoder.layers.encoder_layer_1.mlp.0.weight, 301  731 ,25,1101,1035,0,1101,0
1335,encoder.layers.encoder_layer_1.mlp.0.weight, 2334  721 ,19,1101,1035,0,1101,0
1336,encoder.layers.encoder_layer_1.mlp.0.weight, 1065  676 ,25,1101,1035,0,1101,0
1337,encoder.layers.encoder_layer_1.mlp.0.weight, 123  336 ,23,1101,1035,0,1101,0
1338,encoder.layers.encoder_layer_1.mlp.0.weight, 1763  9 ,26,1101,1035,0,1101,0
1339,encoder.layers.encoder_layer_1.mlp.0.weight, 1870  426 ,5,1101,1035,0,1101,0
1340,encoder.layers.encoder_layer_1.mlp.0.weight, 2471  522 ,14,1101,1035,0,1101,0
1341,encoder.layers.encoder_layer_1.mlp.0.weight, 3056  163 ,9,1101,1035,0,1101,0
1342,encoder.layers.encoder_layer_1.mlp.0.weight, 1358  543 ,3,1101,1035,0,1101,0
1343,encoder.layers.encoder_layer_1.mlp.0.weight, 1760  680 ,3,1101,1035,0,1101,0
1344,encoder.layers.encoder_layer_1.mlp.0.weight, 3063  321 ,1,1101,1035,0,1101,0
1345,encoder.layers.encoder_layer_1.mlp.0.weight, 262  346 ,18,1101,1035,0,1101,0
1346,encoder.layers.encoder_layer_1.mlp.0.weight, 801  72 ,11,1101,1035,0,1101,0
1347,encoder.layers.encoder_layer_1.mlp.0.weight, 2834  680 ,5,1101,1035,0,1101,0
1348,encoder.layers.encoder_layer_1.mlp.0.weight, 88  408 ,22,1101,1035,0,1101,0
1349,encoder.layers.encoder_layer_1.mlp.0.weight, 2139  680 ,4,1101,1035,0,1101,0
1350,encoder.layers.encoder_layer_1.mlp.0.weight, 1194  380 ,31,1101,1035,0,1101,0
1351,encoder.layers.encoder_layer_1.mlp.0.weight, 2668  541 ,10,1101,1035,0,1101,0
1352,encoder.layers.encoder_layer_1.mlp.0.weight, 275  682 ,5,1101,1035,0,1101,0
1353,encoder.layers.encoder_layer_1.mlp.0.weight, 387  153 ,2,1101,1035,0,1101,0
1354,encoder.layers.encoder_layer_1.mlp.0.weight, 1849  216 ,29,1101,1035,0,1101,0
1355,encoder.layers.encoder_layer_1.mlp.0.weight, 2047  631 ,11,1101,1035,0,1101,0
1356,encoder.layers.encoder_layer_1.mlp.0.weight, 493  513 ,1,1101,1035,0,1101,0
1357,encoder.layers.encoder_layer_1.mlp.0.weight, 2872  516 ,13,1101,1035,0,1101,0
1358,encoder.layers.encoder_layer_1.mlp.0.weight, 876  744 ,5,1101,1035,0,1101,0
1359,encoder.layers.encoder_layer_1.mlp.0.weight, 1346  374 ,25,1101,1035,0,1101,0
1360,encoder.layers.encoder_layer_1.mlp.0.weight, 1878  402 ,25,1101,1035,0,1101,0
1361,encoder.layers.encoder_layer_1.mlp.0.weight, 62  132 ,8,1101,1035,0,1101,0
1362,encoder.layers.encoder_layer_1.mlp.0.weight, 1308  492 ,27,1101,1035,0,1101,0
1363,encoder.layers.encoder_layer_1.mlp.0.weight, 1187  373 ,28,1101,1035,0,1101,0
1364,encoder.layers.encoder_layer_1.mlp.0.weight, 294  676 ,24,1101,1035,0,1101,0
1365,encoder.layers.encoder_layer_1.mlp.0.weight, 1278  399 ,23,1101,1035,0,1101,0
1366,encoder.layers.encoder_layer_1.mlp.0.weight, 623  536 ,4,1101,1035,0,1101,0
1367,encoder.layers.encoder_layer_1.mlp.0.weight, 40  754 ,5,1101,1035,0,1101,0
1368,encoder.layers.encoder_layer_1.mlp.0.weight, 1149  0 ,30,1101,454,0,464,637
1369,encoder.layers.encoder_layer_1.mlp.0.weight, 1673  122 ,4,1101,1035,0,1101,0
1370,encoder.layers.encoder_layer_1.mlp.0.weight, 1465  550 ,24,1101,1035,0,1101,0
1371,encoder.layers.encoder_layer_1.mlp.0.weight, 1243  652 ,16,1101,1035,0,1101,0
1372,encoder.layers.encoder_layer_1.mlp.0.weight, 2012  279 ,12,1101,1035,0,1101,0
1373,encoder.layers.encoder_layer_1.mlp.0.weight, 1430  646 ,21,1101,1035,0,1101,0
1374,encoder.layers.encoder_layer_1.mlp.0.weight, 2260  190 ,18,1101,1035,0,1101,0
1375,encoder.layers.encoder_layer_1.mlp.0.weight, 2552  498 ,17,1101,1035,0,1101,0
1376,encoder.layers.encoder_layer_1.mlp.0.weight, 1061  364 ,25,1101,1035,0,1101,0
1377,encoder.layers.encoder_layer_1.mlp.0.weight, 775  112 ,21,1101,1035,0,1101,0
1378,encoder.layers.encoder_layer_1.mlp.0.weight, 1286  141 ,11,1101,1035,0,1101,0
1379,encoder.layers.encoder_layer_1.mlp.0.weight, 724  10 ,16,1101,1035,0,1101,0
1380,encoder.layers.encoder_layer_1.mlp.0.weight, 267  417 ,8,1101,1035,0,1101,0
1381,encoder.layers.encoder_layer_1.mlp.3.weight, 699  1219 ,26,1101,1035,0,1101,0
1382,encoder.layers.encoder_layer_1.mlp.3.weight, 204  1153 ,9,1101,1035,0,1101,0
1383,encoder.layers.encoder_layer_1.mlp.3.weight, 120  855 ,1,1101,1035,0,1101,0
1384,encoder.layers.encoder_layer_1.mlp.3.weight, 356  1407 ,14,1101,1035,0,1101,0
1385,encoder.layers.encoder_layer_1.mlp.3.weight, 309  1637 ,23,1101,1035,0,1101,0
1386,encoder.layers.encoder_layer_1.mlp.3.weight, 71  985 ,29,1101,1035,0,1101,0
1387,encoder.layers.encoder_layer_1.mlp.3.weight, 42  1470 ,0,1101,1035,0,1101,0
1388,encoder.layers.encoder_layer_1.mlp.3.weight, 18  398 ,0,1101,1035,0,1101,0
1389,encoder.layers.encoder_layer_1.mlp.3.weight, 447  542 ,31,1101,1035,0,1101,0
1390,encoder.layers.encoder_layer_1.mlp.3.weight, 412  2003 ,24,1101,1035,0,1101,0
1391,encoder.layers.encoder_layer_1.mlp.3.weight, 403  939 ,2,1101,1035,0,1101,0
1392,encoder.layers.encoder_layer_1.mlp.3.weight, 59  1848 ,5,1101,1035,0,1101,0
1393,encoder.layers.encoder_layer_1.mlp.3.weight, 432  2636 ,24,1101,1035,0,1101,0
1394,encoder.layers.encoder_layer_1.mlp.3.weight, 350  2582 ,31,1101,1035,0,1101,0
1395,encoder.layers.encoder_layer_1.mlp.3.weight, 65  2997 ,17,1101,1035,0,1101,0
1396,encoder.layers.encoder_layer_1.mlp.3.weight, 455  1350 ,30,1101,41,0,41,1060
1397,encoder.layers.encoder_layer_1.mlp.3.weight, 457  742 ,14,1101,1035,0,1101,0
1398,encoder.layers.encoder_layer_1.mlp.3.weight, 510  2426 ,8,1101,1035,0,1101,0
1399,encoder.layers.encoder_layer_1.mlp.3.weight, 625  1789 ,22,1101,1035,0,1101,0
1400,encoder.layers.encoder_layer_1.mlp.3.weight, 477  1508 ,11,1101,1035,0,1101,0
1401,encoder.layers.encoder_layer_1.mlp.3.weight, 199  752 ,18,1101,1035,0,1101,0
1402,encoder.layers.encoder_layer_1.mlp.3.weight, 749  564 ,8,1101,1035,0,1101,0
1403,encoder.layers.encoder_layer_1.mlp.3.weight, 689  1974 ,24,1101,1035,0,1101,0
1404,encoder.layers.encoder_layer_1.mlp.3.weight, 121  2801 ,1,1101,1035,0,1101,0
1405,encoder.layers.encoder_layer_1.mlp.3.weight, 207  1647 ,20,1101,1035,0,1101,0
1406,encoder.layers.encoder_layer_1.mlp.3.weight, 413  1641 ,23,1101,1035,0,1101,0
1407,encoder.layers.encoder_layer_1.mlp.3.weight, 610  2558 ,21,1101,1035,0,1101,0
1408,encoder.layers.encoder_layer_1.mlp.3.weight, 517  2922 ,11,1101,1035,0,1101,0
1409,encoder.layers.encoder_layer_1.mlp.3.weight, 648  2028 ,28,1101,1035,0,1101,0
1410,encoder.layers.encoder_layer_1.mlp.3.weight, 351  1084 ,6,1101,1035,0,1101,0
1411,encoder.layers.encoder_layer_1.mlp.3.weight, 251  10 ,28,1101,1035,0,1101,0
1412,encoder.layers.encoder_layer_1.mlp.3.weight, 630  2881 ,10,1101,1035,0,1101,0
1413,encoder.layers.encoder_layer_1.mlp.3.weight, 98  713 ,20,1101,1035,0,1101,0
1414,encoder.layers.encoder_layer_1.mlp.3.weight, 719  1326 ,25,1101,1035,0,1101,0
1415,encoder.layers.encoder_layer_1.mlp.3.weight, 401  64 ,28,1101,1035,0,1101,0
1416,encoder.layers.encoder_layer_1.mlp.3.weight, 116  1536 ,10,1101,1035,0,1101,0
1417,encoder.layers.encoder_layer_1.mlp.3.weight, 42  1738 ,18,1101,1035,0,1101,0
1418,encoder.layers.encoder_layer_1.mlp.3.weight, 106  2581 ,12,1101,1035,0,1101,0
1419,encoder.layers.encoder_layer_1.mlp.3.weight, 534  403 ,13,1101,1035,0,1101,0
1420,encoder.layers.encoder_layer_1.mlp.3.weight, 410  905 ,3,1101,1035,0,1101,0
1421,encoder.layers.encoder_layer_1.mlp.3.weight, 209  893 ,16,1101,1035,0,1101,0
1422,encoder.layers.encoder_layer_1.mlp.3.weight, 584  1496 ,26,1101,1035,0,1101,0
1423,encoder.layers.encoder_layer_1.mlp.3.weight, 313  2830 ,0,1101,1035,0,1101,0
1424,encoder.layers.encoder_layer_1.mlp.3.weight, 205  864 ,4,1101,1035,0,1101,0
1425,encoder.layers.encoder_layer_1.mlp.3.weight, 437  1267 ,8,1101,1035,0,1101,0
1426,encoder.layers.encoder_layer_1.mlp.3.weight, 579  2621 ,5,1101,1035,0,1101,0
1427,encoder.layers.encoder_layer_1.mlp.3.weight, 158  1462 ,12,1101,1035,0,1101,0
1428,encoder.layers.encoder_layer_1.mlp.3.weight, 375  1254 ,30,1101,41,0,41,1060
1429,encoder.layers.encoder_layer_1.mlp.3.weight, 170  676 ,9,1101,1035,0,1101,0
1430,encoder.layers.encoder_layer_1.mlp.3.weight, 13  443 ,7,1101,1035,0,1101,0
1431,encoder.layers.encoder_layer_1.mlp.3.weight, 478  2798 ,31,1101,1035,0,1101,0
1432,encoder.layers.encoder_layer_1.mlp.3.weight, 638  2278 ,6,1101,1035,0,1101,0
1433,encoder.layers.encoder_layer_1.mlp.3.weight, 237  570 ,6,1101,1035,0,1101,0
1434,encoder.layers.encoder_layer_1.mlp.3.weight, 248  1948 ,8,1101,1035,0,1101,0
1435,encoder.layers.encoder_layer_1.mlp.3.weight, 242  2437 ,26,1101,1035,0,1101,0
1436,encoder.layers.encoder_layer_1.mlp.3.weight, 718  1515 ,10,1101,1035,0,1101,0
1437,encoder.layers.encoder_layer_1.mlp.3.weight, 658  494 ,6,1101,1035,0,1101,0
1438,encoder.layers.encoder_layer_1.mlp.3.weight, 497  2473 ,2,1101,1035,0,1101,0
1439,encoder.layers.encoder_layer_1.mlp.3.weight, 569  355 ,14,1101,1035,0,1101,0
1440,encoder.layers.encoder_layer_1.mlp.3.weight, 270  710 ,4,1101,1035,0,1101,0
1441,encoder.layers.encoder_layer_1.mlp.3.weight, 400  2524 ,27,1101,1035,0,1101,0
1442,encoder.layers.encoder_layer_1.mlp.3.weight, 160  2607 ,30,1101,41,0,41,1060
1443,encoder.layers.encoder_layer_1.mlp.3.weight, 729  310 ,21,1101,1035,0,1101,0
1444,encoder.layers.encoder_layer_1.mlp.3.weight, 38  2072 ,12,1101,1035,0,1101,0
1445,encoder.layers.encoder_layer_1.mlp.3.weight, 164  434 ,20,1101,1035,0,1101,0
1446,encoder.layers.encoder_layer_1.mlp.3.weight, 651  2483 ,4,1101,1035,0,1101,0
1447,encoder.layers.encoder_layer_1.mlp.3.weight, 402  1029 ,21,1101,1035,0,1101,0
1448,encoder.layers.encoder_layer_1.mlp.3.weight, 46  1439 ,23,1101,1035,0,1101,0
1449,encoder.layers.encoder_layer_1.mlp.3.weight, 342  1615 ,12,1101,1035,0,1101,0
1450,encoder.layers.encoder_layer_1.mlp.3.weight, 754  120 ,30,1101,41,0,41,1060
